token_count,file_name
278,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00571 - Paso a paso para postular DS1 Tramo 1.md
278,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00572 - Paso a paso para postular DS1 Tramo 2.md
281,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00573 - Paso a paso para postular Leasing Habitacional.md
337,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00574 - Requisitos generales para postular DS1 Tramo 1.md
374,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00575 - Requisitos generales para postular DS1 Tramo 2.md
354,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00576 - Requisitos generales para postular DS1 Tramo 3.md
213,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00577 - Requisitos generales para postular Leasing Habitacional.md
954,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00578 - Subsidio para comprar una vivienda construida de hasta 950 UF DS49.md
665,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00579 - Zonas DS 19 en Comunas Centrales y Pericentrales.md
94,gold_full/Sitio Externos/Minvu/Subsidios/Preguntas Frecuentes/BD1-00539 - Cuál es el monto mínimo del ahorro para POSTULAR a un subsidio habitacional.md
38,gold_full/Sitio Externos/Minvu/Subsidios/Preguntas Frecuentes/BD1-00540 - Dónde cobro el subsidio.md
62,gold_full/Sitio Externos/Minvu/Subsidios/Preguntas Frecuentes/BD1-00541 - Dónde se abre cuenta una de ahorro para la vivienda.md
38,gold_full/Sitio Externos/Minvu/Subsidios/Preguntas Frecuentes/BD1-00542 - Es posible pedir prórroga de los certificados de subsidio.md
50,gold_full/Sitio Externos/Minvu/Subsidios/Preguntas Frecuentes/BD1-00543 - Qué antigüedad debe tener la cuenta de ahorro para la vivienda.md
66,gold_full/Sitio Externos/Minvu/Subsidios/Preguntas Frecuentes/BD1-00544 - Qué es el Registro Social de Hogares (RSH).md
52,gold_full/Sitio Externos/Minvu/Subsidios/Preguntas Frecuentes/BD1-00545 - Qué es movilidad habitacional.md
75,gold_full/Sitio Externos/Minvu/Subsidios/Preguntas Frecuentes/BD1-00546 - Qué es un subsidio habitacional.md
128,gold_full/Sitio Externos/Minvu/Subsidios/Preguntas Frecuentes/BD1-00547 - Qué requisitos básicos debo cumplir para postular a un subsidio habitacional.md
46,gold_full/Sitio Externos/Minvu/Subsidios/Preguntas Frecuentes/BD1-00548 - Qué tipos de subsidios habitacionales existen.md
38,gold_full/Sitio Externos/Minvu/Subsidios/Preguntas Frecuentes/BD1-00549 - Qué vigencia tienen los certificados de subsidio.md
175,gold_full/Sitio Publico/Crédito Hipotecario/Todo lo que necesitas saber/BD1-00102 - Principales características de nuestros Créditos Hipotecarios_v1.0.md
203,gold_full/Sitio Publico/Crédito Hipotecario/Todo lo que necesitas saber/BD1-00103 - Requisitos para obtener un crédito hipotecario_v1.0.md
168,gold_full/Sitio Publico/Crédito Hipotecario/Todo lo que necesitas saber/BD1-00104 - Complemento de renta para un crédito hipotecario_v1.0.md
444,gold_full/Sitio Publico/Crédito Hipotecario/Todo lo que necesitas saber/BD1-00105 - Gastos Operacionales para crédito hipotecario_v1.0.md
373,gold_full/Sitio Publico/Crédito Hipotecario/Todo lo que necesitas saber/BD1-00106 - Seguros para crédito hipotecario_v1.0.md
58,gold_full/Sitio Publico/Crédito Hipotecario/Todo lo que necesitas saber/BD1-00107 - Tasa de interés para crédito hipotecario_v1.0.md
13,gold_full/Sitio Publico/Crédito Hipotecario/Todo lo que necesitas saber/BD1-00108 - Documentos legales para crédito hipotecario_v1.0.md
64,gold_full/Sitio Publico/Cuenta Ahorro Vivienda/BD1-00513 - Cómo contratar tu cuenta de ahorro para la vivienda.md
169,gold_full/Sitio Publico/Cuenta Ahorro Vivienda/BD1-00514 - Beneficios de tu Cuenta de Ahorro Vivienda.md
220,gold_full/Sitio Publico/Cuenta Ahorro Vivienda/BD1-00515 - Qué es la Cuenta de Ahorro Vivienda.md
37,gold_full/Sitio Publico/Cuenta Ahorro Vivienda/BD1-00516 - Qué documentos se necesitan para abrir la Cuenta de Ahorro Vivienda.md
70,gold_full/Sitio Publico/Cuenta Ahorro Vivienda/BD1-00517 - Cuáles son los requisitos para la Cuenta de Ahorro Vivienda.md
124,gold_full/Sitio Publico/Fogaes/BD1-00126 - Programa de Apoyo a la Vivienda Nueva con Tasa de Interés Subsidiada y Garantía Estatal FOGAES_v1.0.md
208,gold_full/Sitio Publico/Fogaes/BD1-00127 - Requisitos necesarios para acceder a Tasa de Interés Subsidiada y Garantía Estatal FOGAES_v1.0.md
90,gold_full/Sitio Publico/Fogaes/BD1-00128 - En qué consiste el programa de apoyo a la vivienda nueva con tasa subsidiada_v1.0.md
91,gold_full/Sitio Publico/Fogaes/BD1-00129 - Cuáles son los beneficios de este financiamiento_v1.0.md
195,gold_full/Sitio Publico/Fogaes/BD1-00130 - Cuáles son los requisitos que se deben cumplir para acceder a este financiamiento_v1.0.md
43,gold_full/Sitio Publico/Fogaes/BD1-00131 - Se puede acceder a este financiamiento para comprar una vivienda usada_v1.0.md
51,gold_full/Sitio Publico/Fogaes/BD1-00132 - Se financia el estacionamiento y la bodega_v1.0.md
82,gold_full/Sitio Publico/Fogaes/BD1-00133 - Si con el estacionamiento y bodega el valor de la propiedad supera las UF 4.000 o supera UF 3.000_v1.0.md
58,gold_full/Sitio Publico/Fogaes/BD1-00134 - Se puede solicitar financiamiento con más de un comprador y complementar renta_v1.0.md
56,gold_full/Sitio Publico/Fogaes/BD1-00135 - Hasta cuándo estará disponible este financiamiento_v1.0.md
91,gold_full/Sitio Publico/Fogaes/BD1-00136 - Si tengo una promesa de compraventa anterior al 31 de diciembre de 2024 puedo acceder a este financiamiento_v1.0.md
64,gold_full/Sitio Publico/Fogaes/BD1-00137 - Cómo se verifica que el cliente sea elegible para solicitar este financiamiento_v1.0.md
48,gold_full/Sitio Publico/Fogaes/BD1-00138 - Se puede financiar cualquier porcentaje del valor de la vivienda_v1.0.md
70,gold_full/Sitio Publico/Fogaes/BD1-00139 - Qué significa que este financiamiento tenga 50% de garantía estatal_v1.0.md
75,gold_full/Sitio Publico/Fogaes/BD1-00140 - Se debe postular al subsidio de tasa_v1.0.md
82,gold_full/Sitio Publico/Portabilidad/BD1-00528 - Cuanto tiempo demora el proceso de Portabilidad.md
107,gold_full/Sitio Publico/Portabilidad/BD1-00529 - Qué beneficios tiene la Portabilidad Financiera para los clientes.md
99,gold_full/Sitio Publico/Portabilidad/BD1-00530 - Qué es el certificado de liquidación.md
167,gold_full/Sitio Publico/Portabilidad/BD1-00531 - Qué es la Portabilidad Financiera.md
78,gold_full/Sitio Publico/Portabilidad/BD1-00532 - Si me porto con un crédito hipotecario a banco estado.md
184,gold_full/Sitio Publico/Portabilidad/BD1-00533 - Qué beneficios tiene la Portabilidad Financiera.md
223,gold_full/Sitio Publico/Portabilidad/BD1-00534 - Qué tipos de Portabilidad Financiera existen.md
158,gold_full/Sitio Publico/Portabilidad/BD1-00535 - Qué antecedentes debo presentar ara acceder a la Portabilidad Financiera.md
144,gold_full/Sitio Publico/Portabilidad/BD1-00536 - Cuál es la diferencia entre bloqueo y cierre de productos.md
110,gold_full/Sitio Publico/Portabilidad/BD1-00537 - Cómo evalúo si me conviene portarme a Banco Estado.md
89,gold_full/Sitio Publico/Portabilidad/BD1-00538 - Cuál es el costo de portarme a Banco Estado.md
49,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00109 - Qué antecedentes necesito presentar al Banco para realizar la evaluación de mi Crédito Hipotecario_v1.0.md
104,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00110 - Cuánto dinero puedo pedir prestado para adquirir una vivienda_v1.0.md
89,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00111 - Cómo puedo obtener una Tasa de Interés Preferente_v1.0.md
221,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00112 - Estoy obligado a contratar Seguro para cualquier Crédito Hipotecario_v1.0.md
101,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00113 - Cuál es el mejor plazo para solicitar un Crédito Hipotecario_v1.0.md
75,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00114 - Qué es una tasación_v1.0.md
113,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00115 - Qué es un Estudio de Títulos_v1.0.md
171,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00116 - Qué gastos voy a tener que realizar al solicitar un Crédito Hipotecario_v1.0.md
96,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00117 - Quiénes intervienen en el otorgamiento de un Crédito Hipotecario_v1.0.md
82,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00118 - Qué tipo de financiamiento existe para la compra de una vivienda_v1.0.md
119,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00119 - Cuál es la edad mínima y máxima para contratar un Crédito Hipotecario_v1.0.md
144,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00120 - Qué tipos de tasas existen_v1.0.md
187,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00121 - Cuándo se debe pagar impuesto al Mutuo_v1.0.md
44,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00122 - Qué son los Gastos Notariales_v1.0.md
78,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00123 - A que corresponden los gastos del Conservador de Bienes Raíces (CBR)_v1.0.md
56,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00124 - Cuándo comienzo a pagar el primer dividendo_v1.0.md
96,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00125 - Puedo pagar mi Dividendo en CajaVecina_v1.0.md
83,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00603 - Cuál es la renta mínima exigida para complementar renta.md
53,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00604 - Cuánto tiempo se demora en hacer una tasación.md
76,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00605 - Debo estar en el Registro Social de Hogares para postular a un subsid.md
59,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00606 - Puedo complementar renta con un codeudor.md
80,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00607 - Puedo complementar renta.md
128,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00608 - Puedo solicitar un crédito hipotecario si tengo ingresos en el extran.md
71,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00609 - Puedo solicitar un crédito hipotecario si tengo un contrato de plazo fijo.md
72,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00610 - Puedo usar una tasación de otro banco.md
83,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00611 - Qué antigüedad debe tener la libreta de ahorro para la vivienda.md
366,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00612 - Qué documentos necesito para acreditar renta.md
79,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00613 - Qué estado civil debo tener para postular a un subsidio habitacional.md
68,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00614 - Qué requisitos debo cumplir para complementar renta.md
49,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00615 - Qué vigencia tienen una tasación.md
46,gold_full/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00616 - Qué es una tasación.md
532,gold_full/Sitio Publico/Refinanciamiento/BD1-00518 - Acreditación de ingresos Refinanciamiento Hipotecario.md
172,gold_full/Sitio Publico/Refinanciamiento/BD1-00519 - Beneficio del Refinanciamiento Hipotecario.md
82,gold_full/Sitio Publico/Refinanciamiento/BD1-00520 - Cuándo solicitar un Refinanciamiento Hipotecario.md
446,gold_full/Sitio Publico/Refinanciamiento/BD1-00521 - Gastos Operacionales Refinanciamiento Hipotecario.md
210,gold_full/Sitio Publico/Refinanciamiento/BD1-00522 - Requisitos Refinanciamiento Hipotecario.md
61,gold_full/Sitio Publico/Refinanciamiento/BD1-00523 - Se puede solicitar período de gracia en un Refinanciamiento Hipotecario.md
79,gold_full/Sitio Publico/Refinanciamiento/BD1-00524 - Se pueden solicitar meses sabáticos o de no pago en un Refinanciamiento Hipotecario.md
375,gold_full/Sitio Publico/Refinanciamiento/BD1-00525 - Seguros Refinanciamiento Hipotecario.md
155,gold_full/Sitio Publico/Refinanciamiento/BD1-00526 - Tasa de Interés Refinanciamiento Hipotecario.md
109,gold_full/Sitio Publico/Refinanciamiento/BD1-00527 - Se pueden hacer prepagos en un Crédito de Refinanciamiento Hipotecario.md
